Series Name,Series Code,Country Name,Country Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Guinea-Bissau,GNB,2.47559459985103,2.07601811921062,2.03802352032643,1.62596124547625,1.33540960938496,1.42457857716426,1.4111445505489,1.65279430457493,1.73615260258345,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Guyana,GUY,1.17217632807609,1.17694734265825,1.27633200357824,1.45221333230961,1.47647687203001,1.65039772772454,1.593320008704,1.60417879036136,1.19900308854729,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Haiti,HTI,..,0.000615197645102972,0.000619837348551585,0.000887537649535931,0.000846300591007706,0.0008810297312429,0.00150080164095032,0.00139421258396341,0.0028940747154155,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Honduras,HND,1.14601855382863,1.60131821530496,1.54864514050243,1.67127565023158,1.66470130383407,1.72440517780481,1.60769447208664,1.62359796528661,1.65993826881731,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Hungary,HUN,1.02920536632139,0.94530308092326,0.859447822927357,0.905444560089667,1.0031063011266,1.02665762335845,1.1166413873556,1.25438629427103,1.61431325739574,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Iceland,ISL,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,India,IND,2.61816761903533,2.54882567900998,2.54398250277129,2.45745060051391,2.54315118788674,2.53146258766694,2.43392206663758,2.5191207637745,2.88267039974077,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Indonesia,IDN,0.711549473406383,0.918769839183066,0.777855178232831,0.882266734481239,0.792220213496852,0.865191376221992,0.725001628386087,0.804335324326093,0.860574024320101,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Iran, Islamic Rep.",IRN,2.75703583035865,2.24453479107932,2.2810787288833,2.76031174895364,2.97279327924115,3.10518416947631,2.45625050479328,2.10056713241321,2.16179217744462,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Iraq,IRQ,1.89956836613945,3.31583096149399,2.9506139914123,5.41025103617458,3.50337780578203,3.86203201910565,2.85159946518623,3.38219585006553,4.05475251228023,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Ireland,IRL,0.514494537243317,0.501402211425379,0.46067574008275,0.34201586968853,0.334441787964128,0.304141143329011,0.286862381839764,0.279145285726503,0.287487700393757,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Israel,ISR,5.67159045259395,5.57854001055897,5.75337005689316,5.50902752450181,5.48511716730168,5.52874121005764,5.33188467038149,5.1929328296119,5.62452693315313,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Italy,ITA,1.42692497660769,1.39902041932938,1.28296965427672,1.20822832564616,1.33483525169556,1.35737055917772,1.35954275146944,1.3165669784612,1.56752489076344,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Jamaica,JAM,0.929535349323163,0.899069667317069,0.872871396140749,0.872496467107186,0.954824791537478,0.972264314134326,1.34909410742407,1.68726605991809,1.73506093982142,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Japan,JPN,0.967427278040865,0.950866049718239,0.966999334469794,0.959251330366382,0.944838285743736,0.931980258561407,0.940993691708374,0.937281087474718,0.996825438452519,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Jordan,JOR,4.69437935812225,4.24149005438077,4.26321963301519,4.2592120387427,4.51419331656486,4.76490329723558,4.63577193790349,4.64206272166085,4.96253606127416,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Kazakhstan,KAZ,1.04690647198097,1.0780847536843,1.04169205470746,1.10972143863925,0.933551765285713,0.83189500166368,0.876907255486956,1.06237936625451,1.05485245344302,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Kenya,KEN,1.66638897819246,1.56190991610693,1.33290268007615,1.31807026111731,1.3487397833903,1.28911097816314,1.26640880282782,1.16769139046156,1.10483981928891,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Korea, Rep.",KOR,2.49929988050229,2.50300902333872,2.52993578083201,2.4949812140441,2.45957802237446,2.42148913266294,2.50303525682717,2.67312816189399,2.84724054681077,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Kosovo,XKX,0.667563281192859,0.687148341725147,0.725311468343062,0.776151353119968,0.773667432722959,0.795720484392272,0.797914334268523,0.826154036735475,1.06055250928462,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Kuwait,KWT,3.41374157981372,3.27151838115016,3.58566528958251,5.00756817155992,5.89352835739622,5.60746068078644,5.09995314880082,5.48419562388872,6.4960674842095,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Kyrgyz Republic,KGZ,1.62797221499078,1.62236082169272,1.7135690234793,1.75202408672204,1.6973895707374,1.57601108875052,1.57112217458223,1.55869224965722,1.78796904122019,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Lao PDR,LAO,0.199455064976167,0.189895181780941,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Latvia,LVA,0.902698983774144,0.931786712799997,0.943935283559811,1.03782934795735,1.45069330442935,1.59482150331213,2.0622774151559,2.02866903259372,2.30004610921485,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Lebanon,LBN,3.98937634457757,4.16539813900342,4.67817522836761,4.48688434454642,5.06266311306368,4.50513980065137,4.95276149396637,4.70790058663427,3.0326454174822,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Lesotho,LSO,1.93492279749889,1.82338856129187,1.76809681567459,1.73342807205309,1.77949879014693,1.95305561248552,1.7886028744585,1.62252018358763,1.59569022830918,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Liberia,LBR,1.18202743211185,1.08123677293918,1.03252916478791,1.05149809603217,1.06263832185229,0.940009270135755,1.19065989677454,1.40149287459093,1.27793014115703,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Libya,LBY,3.74560382719202,7.63928454535536,15.4795763013832,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Lithuania,LTU,0.765265810142739,0.762907482084214,0.879596257744358,1.13774817357899,1.47750587185705,1.71207046761202,1.96741914187761,2.00715069627547,2.12143436926095,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Luxembourg,LUX,0.428237494657179,0.441622697091863,0.452273518332482,0.499754076839216,0.452817698390865,0.580999596589669,0.586416143798194,0.637730517559438,0.756798000025157,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,North Macedonia,MKD,1.22531966171625,1.16943718855289,1.09296080025624,0.99342769175221,0.970115977909212,0.895041406541028,0.943108732670231,1.1645941160868,1.28419888219991,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Madagascar,MDG,0.691911720835185,0.677983715732386,0.652799351750732,0.604796547183702,0.594003321714742,0.580022349565689,0.605686110902832,0.6239720195871,0.738679821916371,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Malawi,MWI,0.765630689417871,1.14018531886553,0.817725899868925,0.63477102741745,0.641960495729851,0.764642847745728,0.847025846481545,1.12409744485963,1.10489301930592,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Malaysia,MYS,1.41333070740643,1.49929579850642,1.43473301489984,1.50389866611835,1.38433556294046,1.10086472559671,0.960665250318955,1.03302262491181,1.13628419925936,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Mali,MLI,1.19640574526633,1.16198001421998,1.52037922091837,2.36016226686091,2.58722687622441,3.02663551651214,2.80694470654841,2.7135263707231,3.32534013053696,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Malta,MLT,0.527587899389015,0.509947594950674,0.486761550387849,0.467203716750544,0.510420195407796,0.490383374106291,0.452927414359119,0.554908055240934,0.562732853067052,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Mauritania,MRT,2.26164145872259,2.12736836265405,2.15590696284001,2.10312366907099,2.09078614855797,2.04227341090281,2.11248208745744,1.9806632087102,2.47188431168156,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Mauritius,MUS,0.14279440115901,0.191274365797791,0.15421030347241,0.146135698828719,0.179867284625027,0.171040745755149,0.162491818266823,0.155938299008176,0.159564902961198,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Mexico,MEX,0.47598728077372,0.507919454953,0.513829957307541,0.466676122422583,0.495064413696788,0.436510296383438,0.47751740669545,0.523482490455361,0.573651659477899,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Moldova,MDA,0.27407991661782,0.281261545863777,0.289852609278291,0.297625495156331,0.340329872924391,0.319318626147296,0.326375109622501,0.355073046756129,0.374838462518668,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Mongolia,MNG,0.924305618490081,0.822311489894261,0.85972525833079,0.865841301580739,0.863495191202336,0.765300910765107,0.730921185734901,0.707609532008215,0.765310217022435,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Montenegro,MNE,1.65646333448269,1.45226272179706,1.47227149715928,1.40371623967527,1.41127981632845,1.36277638600831,1.43362922962842,1.40106974962787,2.05345049845636,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Morocco,MAR,3.46275007931538,3.80578290120645,3.67785635244484,3.23015334784149,3.21952644098666,3.18304123871317,3.11858755477666,3.09993597018717,4.28102888137034,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Mozambique,MOZ,0.85072600767818,0.930182229707713,0.98075949386584,0.840285274150693,0.929584557013743,0.987964415251795,1.33533654635569,1.41998694334012,1.07768279337629,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Myanmar,MMR,3.8993658108138,4.04449393581922,3.78950595344932,4.30136742832191,4.08656292130442,3.64893211419969,2.30745700609346,2.09498788954942,2.89260995931037,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Namibia,NAM,3.16651318521045,3.06623324211499,4.20342961430471,4.40539105456635,3.7725499640618,3.34616994997332,3.14065956263564,3.09293264176138,3.27634353543113,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Nepal,NPL,1.4318323979559,1.54186010553153,1.62934106186361,1.55663012583973,1.70089772805931,1.70854454316297,1.53923402794861,1.37659517746483,1.36358563365333,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Netherlands,NLD,1.23540888805849,1.16615162393654,1.15968789088093,1.13271150479415,1.16362691769596,1.15680366756712,1.2166741818661,1.32292992136966,1.42324474005631,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,New Zealand,NZL,1.19696240267375,1.14118637601463,1.13963175595622,1.1110712491928,1.13104412748776,1.14630692274526,1.23108197029517,1.42603422970321,1.54255251624505,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Nicaragua,NIC,0.665903553823136,0.678614214907198,0.685091959176865,0.775537371941149,0.639876675817232,0.623899055393545,0.622743176013952,0.60687567885627,0.654150809485012,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Niger,NER,2.14435698352175,1.38321531567798,1.76908573849567,..,2.18530621709499,2.48694577737155,2.47194055775459,2.6510438589878,2.44726901984579,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Nigeria,NGA,0.502541121731046,0.469695300560757,0.414718774524443,0.417636536781708,0.432947779754236,0.430671215107113,0.506944514455417,0.459170521718203,0.627907834927415,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Norway,NOR,1.40213417236466,1.41399650432531,1.47203877720871,1.50727958117337,1.6266814884247,1.71949716299962,1.72624440755227,1.85308175339247,1.93661989782264,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Oman,OMN,12.0740661534075,11.1269749047622,10.1305575158786,10.9309609615276,12.1195481644179,9.63578793806571,9.5429582801597,8.63769124071412,10.8708929599384,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Pakistan,PAK,3.48439877285312,3.47097250708344,3.47657944030318,3.55138724305165,3.59474546951394,3.77444886134427,4.12913136448543,4.10881635812999,4.02471400579356,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Panama,PAN,0,0,0,0,0,0,0,0,0,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Papua New Guinea,PNG,0.519471738934463,0.494331635967394,0.487315010570824,0.483758050966116,0.417619817343255,0.403221124224947,0.376216770473365,0.362281248664971,0.416646928068257,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Paraguay,PRY,0.964179103292729,0.962063386355965,0.989089185116408,1.06884782913079,0.951883544944449,0.892393871863996,0.957366156716319,0.968225095966848,1.04212639629652,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Peru,PER,1.48180390847034,1.6353399699911,1.59060082911559,1.73091059754816,1.30478439857133,1.24631280351362,1.17498635616252,1.1927731839369,1.34005851443965,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Philippines,PHL,1.10670418975985,1.18950172893764,1.04312706559466,1.08846303958172,1.04558514673889,1.24707707471824,0.819584673820235,0.920263121580689,1.01242392260698,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Poland,POL,1.80271300114202,1.7803226284429,1.90704645275601,2.13740711293912,1.93846267776486,1.89493098674011,2.04957212987643,1.97574634857663,2.21735066133432,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Portugal,PRT,1.91213707571497,2.08963062384102,1.7905112782133,1.7879744113674,2.00412428217476,1.68333673597554,1.79596979596337,1.83576972918824,2.1405632850741,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Romania,ROU,1.23238274610421,1.28538281783738,1.34599858235856,1.45196879636605,1.40613695365366,1.72107168738577,1.80524172597542,1.84251189277405,2.31370746619816,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Russian Federation,RUS,3.68924043459907,3.85404258314373,4.11299297822323,4.87151474680202,5.42514770504505,4.24899605173948,3.69251875943369,3.83211568128629,4.26344983553312,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Rwanda,RWA,1.09072096128171,1.08206532765267,1.13441273326015,1.25258345915115,1.28265629719118,1.26467491445117,1.25174035173425,1.23964516790621,1.39998747869255,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Saudi Arabia,SAU,7.67660296778665,8.97612773321565,10.6779100633935,13.3256723349734,9.87273832986563,10.2238481379874,9.46920102452611,7.81268484586064,8.44759894618144,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Senegal,SEN,1.10326417617309,1.24860569018261,1.21336600293871,1.2090991706832,1.60209745363896,1.47106300006988,1.65824007839249,1.51347929001575,1.61471970010566,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Serbia,SRB,1.97099365573998,1.90065993166768,1.94076876426342,1.82608633626842,1.74515572711488,1.83750752661995,1.61493759611063,2.21610568548147,2.10933437250618,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Seychelles,SYC,0.936679584641367,1.03655893266994,2.30151121067122,1.31407969396345,1.53570599195798,1.48452121329239,1.38004626804357,1.33536129160663,1.58468040730908,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Sierra Leone,SLE,0.782800530642159,0.643965907030134,0.973262106321706,0.923453252284234,1.11638235750704,1.0938168966116,0.751992568713766,0.734967689713532,0.582096575895398,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Singapore,SGP,3.10816619008299,3.03849114883637,3.04786038477706,3.04671265935693,3.09931529409734,2.98418209999129,2.83550081526403,2.86534682959534,3.2015335956731,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Slovak Republic,SVK,1.07915953207208,0.979196940843691,0.985973491289783,1.1144880894194,1.11904161081586,1.10608750221558,1.22674017395086,1.71522608432305,1.81444607109268,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Slovenia,SVN,1.16679123354242,1.04694825557094,0.973739588196785,0.930119531623913,1.00428707817666,0.981831088695765,0.978150097256643,1.05739413833166,1.10403442860118,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,South Africa,ZAF,1.1327931119157,1.12327426203249,1.10943788284507,1.09918207478519,1.06519964469914,1.03006055246802,0.984961398491524,0.978057396964981,1.07419344292801,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,South Sudan,SSD,8.7711241134394,6.57275748381733,8.61955985918476,10.5614614536697,4.60153148570379,2.35453775832203,3.64989257499063,3.55818489023246,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Spain,ESP,1.4236373034985,1.27277066255826,1.25445910412941,1.27082378270029,1.13772803993392,1.23069077613875,1.25393588160509,1.23343873416176,1.40205341706531,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Sri Lanka,LKA,2.15519951243996,2.15404824269909,2.41264701190051,2.5530550002598,2.11414241514147,2.11969664088295,1.84297753096693,2.01112146747634,1.93310423757205,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Sudan,SDN,..,..,..,2.65592181626577,2.65023238020531,3.50716608687275,1.78345741926471,1.64462108853173,1.13172569881236,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Suriname,SUR,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Eswatini,SWZ,1.85483506529783,1.87136971054096,1.83965905159037,1.8050815029646,2.09844266730789,1.9582016818068,2.03576226988797,1.88614769713679,1.83670543778148,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Sweden,SWE,1.13011028867624,1.11252053864955,1.12644731800047,1.06650205259044,1.0530163887864,1.023179204574,1.03224609210767,1.09894309352491,1.22139733216777,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Switzerland,CHE,0.663502196696106,0.706124077399806,0.628104287683469,0.643890850794054,0.657387011229797,0.656917773004311,0.632561531257734,0.69925073287964,0.77852063912652,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Tajikistan,TJK,0.999139959791046,..,1.12838009700648,1.2819824138045,1.215139771365,1.09390601214542,1.08230201615246,1.03832977829487,1.01068975228673,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Tanzania,TZA,0.91379935435018,0.972362603264413,1.01576100892144,1.09136986722986,1.09369193376988,1.05579628235399,1.05523659705002,1.01776679034697,1.02622383527583,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Thailand,THA,1.3814115527433,1.40395688539002,1.40663655346919,1.42658185931741,1.42144012082841,1.38995441916021,1.35757399741359,1.3527078362855,1.47384973855033,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Timor-Leste,TLS,0.500494678459002,0.560780912598676,0.732288525238543,1.19053601340034,1.03994446648155,0.91694336466683,0.762205692726996,1.2321414504816,1.16219772323079,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Togo,TGO,1.62464311756716,1.67620536115859,1.81828886251592,1.67442289494562,1.84038238724014,1.87454228815956,1.96333243100018,3.14621707722131,2.0142400184783,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Tonga,TON,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Trinidad and Tobago,TTO,0.662025828351234,0.786092912210172,0.695344952799854,0.833206239926993,0.953650060137164,0.88503952327773,0.687787710419977,0.707947748096899,0.684735519566895,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Tunisia,TUN,1.51234245359552,1.6416160261597,1.90816065173258,2.2698651595663,2.36081973711756,2.14430210709986,2.11338486121235,2.56455933176895,2.90774446975491,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Turkey,TUR,2.00944779894555,1.92395933259341,1.87196655112723,1.81284829274449,2.05032460503249,2.05006581752215,2.52400302598215,2.71027354687973,2.77247201881667,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Uganda,UGA,1.22750320387809,0.992555157048147,0.979131490690413,1.04116248806238,1.04565622418992,1.09607893181569,1.22563154674203,1.76979807870097,2.59714466527543,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Ukraine,UKR,1.61331991729012,1.57929167934982,2.24502052094788,3.25118076341283,3.15477660251022,2.88440151897159,3.19235326531891,3.52248527087751,4.12919832120276,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,United Arab Emirates,ARE,5.07555649376756,6.03468625064444,5.64365135247024,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,United Kingdom,GBR,2.42056473058588,2.29364024087307,2.18390624805422,2.04550319219844,1.98143825493354,1.94632499636255,1.94875570783718,2.01300457304406,2.2465466792599,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,United States,USA,4.47740121867267,4.04667887867098,3.69589465026568,3.47784516633609,3.41894233677988,3.31338129427849,3.31624880838269,3.42708018052996,3.74116009078512,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Uruguay,URY,1.80366982524901,1.81655130184474,1.80742945563682,1.82058813645626,1.87346379773286,1.95692291601638,2.13394863623092,2.05981900032694,2.3214604777572,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Uzbekistan,UZB,..,..,..,..,..,..,3.5554825523167,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Venezuela, RB",VEN,1.34147173233053,1.66955178280415,1.16181680999136,0.941375968866619,0.454046014282467,2.23333219917076,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Vietnam,VNM,2.15688636813921,2.17684979502056,2.2855076468007,2.3611556974687,2.44296075294715,2.26796977611754,2.28456986005062,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Yemen, Rep.",YEM,4.57388427656059,4.07952740426758,3.96689108824503,..,..,..,..,..,..,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Zambia,ZMB,1.35786863846775,1.35973657223779,1.63386839195792,1.75323438012932,1.42930471884032,1.30959610535596,1.4094623913248,1.21937450224897,1.15422546153367,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Zimbabwe,ZWE,1.85960853052878,1.86841967419203,1.88807960607304,1.88687572008215,1.74249355199766,1.54494805135883,1.22279496677105,0.698600973197018,..,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Afghanistan,AFG,49.22797697,52.08357627,55.15951463,57.27106807,61.05463771,65.92913406,59.12084823,59.3560197,58.25581184,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Albania,ALB,120.1058579,126.9369686,115.9979353,117.6592183,116.7444442,125.7103519,94.17699827,91.29301538,91.00294427,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Algeria,DZA,100.384679,103.6101395,111.2386102,108.8089403,116.0042077,110.7672465,111.6647921,105.510594,103.8873168,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..
